"Date","Source","Site ID","POC","Daily Mean PM10 Concentration","UNITS","DAILY_AQI_VALUE","Site Name","DAILY_OBS_COUNT","PERCENT_COMPLETE","AQS_PARAMETER_CODE","AQS_PARAMETER_DESC","CBSA_CODE","CBSA_NAME","STATE_CODE","STATE","COUNTY_CODE","COUNTY","SITE_LATITUDE","SITE_LONGITUDE"
"11/14/2015","AQS","060131004","1","26","ug/m3 SC","24","San Pablo","1","100.0000","81102","PM10 Total 0-10um STP","41860","San Francisco-Oakland-Hayward, CA","06","California","013","Contra Costa","37.9604","-122.356811"
"11/20/2015","AQS","060131004","1","14","ug/m3 SC","13","San Pablo","1","100.0000","81102","PM10 Total 0-10um STP","41860","San Francisco-Oakland-Hayward, CA","06","California","013","Contra Costa","37.9604","-122.356811"
"11/26/2015","AQS","060131004","1","8","ug/m3 SC","7","San Pablo","1","100.0000","81102","PM10 Total 0-10um STP","41860","San Francisco-Oakland-Hayward, CA","06","California","013","Contra Costa","37.9604","-122.356811"
"12/02/2015","AQS","060131004","1","25","ug/m3 SC","23","San Pablo","1","100.0000","81102","PM10 Total 0-10um STP","41860","San Francisco-Oakland-Hayward, CA","06","California","013","Contra Costa","37.9604","-122.356811"
"12/08/2015","AQS","060131004","1","26","ug/m3 SC","24","San Pablo","1","100.0000","81102","PM10 Total 0-10um STP","41860","San Francisco-Oakland-Hayward, CA","06","California","013","Contra Costa","37.9604","-122.356811"
"12/14/2015","AQS","060131004","1","4","ug/m3 SC","4","San Pablo","1","100.0000","81102","PM10 Total 0-10um STP","41860","San Francisco-Oakland-Hayward, CA","06","California","013","Contra Costa","37.9604","-122.356811"
"12/20/2015","AQS","060131004","1","5","ug/m3 SC","5","San Pablo","1","100.0000","81102","PM10 Total 0-10um STP","41860","San Francisco-Oakland-Hayward, CA","06","California","013","Contra Costa","37.9604","-122.356811"
"12/26/2015","AQS","060131004","1","10","ug/m3 SC","9","San Pablo","1","100.0000","81102","PM10 Total 0-10um STP","41860","San Francisco-Oakland-Hayward, CA","06","California","013","Contra Costa","37.9604","-122.356811"
"01/06/2015","AQS","060410001","1","29","ug/m3 SC","27","San Rafael","1","100.0000","81102","PM10 Total 0-10um STP","41860","San Francisco-Oakland-Hayward, CA","06","California","041","Marin","37.97231","-122.520004"
"01/12/2015","AQS","060410001","1","9","ug/m3 SC","8","San Rafael","1","100.0000","81102","PM10 Total 0-10um STP","41860","San Francisco-Oakland-Hayward, CA","06","California","041","Marin","37.97231","-122.520004"
"01/18/2015","AQS","060410001","1","15","ug/m3 SC","14","San Rafael","1","100.0000","81102","PM10 Total 0-10um STP","41860","San Francisco-Oakland-Hayward, CA","06","California","041","Marin","37.97231","-122.520004"
"01/24/2015","AQS","060410001","1","27","ug/m3 SC","25","San Rafael","1","100.0000","81102","PM10 Total 0-10um STP","41860","San Francisco-Oakland-Hayward, CA","06","California","041","Marin","37.97231","-122.520004"
"01/30/2015","AQS","060410001","1","18","ug/m3 SC","17","San Rafael","1","100.0000","81102","PM10 Total 0-10um STP","41860","San Francisco-Oakland-Hayward, CA","06","California","041","Marin","37.97231","-122.520004"
"02/05/2015","AQS","060410001","1","12","ug/m3 SC","11","San Rafael","1","100.0000","81102","PM10 Total 0-10um STP","41860","San Francisco-Oakland-Hayward, CA","06","California","041","Marin","37.97231","-122.520004"
"02/11/2015","AQS","060410001","1","11","ug/m3 SC","10","San Rafael","1","100.0000","81102","PM10 Total 0-10um STP","41860","San Francisco-Oakland-Hayward, CA","06","California","041","Marin","37.97231","-122.520004"
"02/17/2015","AQS","060410001","1","13","ug/m3 SC","12","San Rafael","1","100.0000","81102","PM10 Total 0-10um STP","41860","San Francisco-Oakland-Hayward, CA","06","California","041","Marin","37.97231","-122.520004"
